imageUri,qaCorrection
s3://qa-manager-prod/golden_questions/1609959175/542/586_28.441025699999997_-96.41373634_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/543/587_28.6651675_-96.64690549_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/543/587_28.6651675_-96.64690549_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Tree_None"", ""Condition_Good"", ""Pool_Yes"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1609959175/543/587_28.6651675_-96.64690549_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/544/588_28.66559563_-96.64683848_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/545/589_28.63456604_-96.63385854_ortho.jpg,"[""Condition_Good"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Material_Shingle"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/545/589_28.63456604_-96.63385854_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Gabled"", ""Condition_Good"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/546/58_28.61366586_-96.63067149_ortho.jpg,"[""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Type_Hip"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/546/58_28.61366586_-96.63067149_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Pool_No"", ""Material_Metal"", ""Condition_Good"", ""Type_Hip""]"
s3://qa-manager-prod/golden_questions/1609959175/546/58_28.61366586_-96.63067149_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/547/590_28.43259242_-96.4315788_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/548/591_28.43275028_-96.43166846_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/548/591_28.43275028_-96.43166846_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/548/591_28.43275028_-96.43166846_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/549/592_28.62765791_-96.63584611_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/549/592_28.62765791_-96.63584611_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Hip"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/549/592_28.62765791_-96.63584611_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/55/147_28.45379216_-96.40813399_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/55/147_28.45379216_-96.40813399_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/55/147_28.45379216_-96.40813399_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/550/593_28.62777893_-96.63589743_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/551/594_28.64374216_-96.62046864_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/551/594_28.64374216_-96.62046864_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/552/595_28.64538322_-96.62523962_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_Yes"", ""Type_Mixed"", ""Tree_Low"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1609959175/552/595_28.64538322_-96.62523962_ortho.jpg,"[""Condition_Good"", ""Pool_Yes"", ""Tree_Low"", ""Type_Mixed"", ""Material_Shingle"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/552/595_28.64538322_-96.62523962_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/553/596_28.64521876_-96.62523136_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_Yes"", ""Condition_Fair"", ""Type_Hip"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/553/596_28.64521876_-96.62523136_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/553/596_28.64521876_-96.62523136_ortho.jpg,"[""Solar_No"", ""Condition_Good"", ""Pool_Yes"", ""Type_Hip"", ""Tree_None"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1609959175/554/597_28.41406699_-96.71794244_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_No"", ""Condition_Fair"", ""Type_Mixed"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/554/597_28.41406699_-96.71794244_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Solar_No"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/554/597_28.41406699_-96.71794244_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/555/598_28.65891859_-96.41562851_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/555/598_28.65891859_-96.41562851_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Condition_Good"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/556/599_28.65890479_-96.41581177_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/556/599_28.65890479_-96.41581177_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Type_Gabled"", ""Condition_Good"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/556/599_28.65890479_-96.41581177_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/557/59_28.39537009_-96.59658677_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/557/59_28.39537009_-96.59658677_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Good"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/557/59_28.39537009_-96.59658677_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/558/5_28.44699873_-96.41855972_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/558/5_28.44699873_-96.41855972_ortho.jpg,"[""Solar_No"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609959175/558/5_28.44699873_-96.41855972_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/559/600_28.601380900000002_-96.62930278_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/559/600_28.601380900000002_-96.62930278_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/559/600_28.601380900000002_-96.62930278_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/56/148_28.45375388_-96.4080327_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/560/601_28.60153054_-96.62935288_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/560/601_28.60153054_-96.62935288_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/560/601_28.60153054_-96.62935288_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/561/602_28.63786727_-96.64132744_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1609959175/561/602_28.63786727_-96.64132744_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Condition_Good"", ""Pool_No"", ""Tree_Low"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1609959175/561/602_28.63786727_-96.64132744_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/562/603_28.44039207_-96.41135302_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Pool_No"", ""Condition_Good"", ""Type_Mixed"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/562/603_28.44039207_-96.41135302_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Tree_None"", ""Pool_No"", ""Condition_Good"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609959175/562/603_28.44039207_-96.41135302_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/563/604_28.44046501_-96.41151024_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/564/605_28.51062652_-96.51086552_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Flat"", ""Pool_No"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/564/605_28.51062652_-96.51086552_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Condition_Poor"", ""Pool_No"", ""Type_Flat"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609959175/564/605_28.51062652_-96.51086552_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/565/606_28.51056235_-96.51043298_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/566/607_28.51061776_-96.51069455_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/566/607_28.51061776_-96.51069455_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Good"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/566/607_28.51061776_-96.51069455_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/567/608_28.63568316_-96.63254052_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/567/608_28.63568316_-96.63254052_ortho.jpg,"[""Solar_No"", ""Tree_Medium"", ""Condition_Fair"", ""Material_Shingle"", ""Pool_Yes"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/567/608_28.63568316_-96.63254052_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/568/609_28.63595786_-96.35555588_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/568/609_28.63595786_-96.35555588_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Pool_No"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1609959175/569/60_28.39488153_-96.59671485_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Pool_No"", ""Tree_None"", ""Condition_Fair"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/569/60_28.39488153_-96.59671485_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/569/60_28.39488153_-96.59671485_ortho.jpg,"[""Type_Gabled"", ""Material_Metal"", ""Condition_Good"", ""Pool_No"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/57/149_28.42897877_-96.44070409_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Solar_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/57/149_28.42897877_-96.44070409_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Pool_No"", ""Condition_Good"", ""Material_Metal"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/57/149_28.42897877_-96.44070409_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Good"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/570/610_28.63607961_-96.35536458_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Pool_No"", ""Material_Metal"", ""Tree_None"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1609959175/570/610_28.63607961_-96.35536458_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Pool_No"", ""Condition_Good"", ""Material_Metal"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/570/610_28.63607961_-96.35536458_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/571/611_28.4432554_-96.75689317_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/571/611_28.4432554_-96.75689317_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/571/611_28.4432554_-96.75689317_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/572/612_28.44310385_-96.75679987_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/573/613_28.44316828_-96.75706116_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_High"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/573/613_28.44316828_-96.75706116_ortho.jpg,"[""Solar_No"", ""Tree_High"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1609959175/573/613_28.44316828_-96.75706116_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Medium"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/574/614_28.44318984_-96.75704887_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/574/614_28.44318984_-96.75704887_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/574/614_28.44318984_-96.75704887_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/575/615_28.44320994_-96.75643385_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/576/616_28.65639862_-96.43624586_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/576/616_28.65639862_-96.43624586_ortho.jpg,"[""Material_Metal"", ""Condition_Good"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/576/616_28.65639862_-96.43624586_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Tree_Low"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1609959175/577/617_28.65669031_-96.43646646_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/578/618_28.65640224_-96.43637671_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/578/618_28.65640224_-96.43637671_ortho.jpg,"[""Solar_No"", ""Tree_Medium"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609959175/578/618_28.65640224_-96.43637671_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/579/619_28.656462400000002_-96.43637714_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Pool_No"", ""Type_Gabled"", ""Condition_Good"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609959175/579/619_28.656462400000002_-96.43637714_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Tree_Low"", ""Pool_No"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1609959175/579/619_28.656462400000002_-96.43637714_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/58/14_28.62572873_-96.62278711_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Flat"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/58/14_28.62572873_-96.62278711_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/580/61_28.39537986_-96.59678694_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/581/620_28.65648174_-96.43626022_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Pool_No"", ""Condition_Good"", ""Type_Gabled"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/581/620_28.65648174_-96.43626022_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/581/620_28.65648174_-96.43626022_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/582/621_28.65664864_-96.43610001_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_Medium"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/582/621_28.65664864_-96.43610001_ortho.jpg,"[""Tree_Medium"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Condition_Fair"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/582/621_28.65664864_-96.43610001_ortho.jpg,"[""Solar_No"", ""Tree_Medium"", ""Condition_Fair"", ""Pool_No"", ""Material_Metal"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/583/622_28.56009157_-96.54176918_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Solar_No"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/583/622_28.56009157_-96.54176918_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Condition_Good"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/583/622_28.56009157_-96.54176918_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/584/623_28.64583164_-96.62219974_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/584/623_28.64583164_-96.62219974_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/585/624_28.64584707_-96.62234642_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Pool_Yes"", ""Tree_Low"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/585/624_28.64584707_-96.62234642_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/585/624_28.64584707_-96.62234642_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1609959175/586/625_28.62030282_-96.63479759_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Pool_No"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/586/625_28.62030282_-96.63479759_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_Low"", ""Pool_No"", ""Condition_Good"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1609959175/586/625_28.62030282_-96.63479759_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/587/626_28.62018459_-96.63483848_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Pool_No"", ""Material_Metal"", ""Condition_Fair"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/587/626_28.62018459_-96.63483848_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Metal"", ""Condition_Good"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1609959175/587/626_28.62018459_-96.63483848_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/588/627_28.62036843_-96.63493103_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/589/628_28.63748912_-96.63711874_ortho.jpg,"[""Solar_No"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled"", ""Material_Metal"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1609959175/589/628_28.63748912_-96.63711874_ortho.jpg,"[""Solar_No"", ""Type_Gabled"", ""Material_Metal"", ""Pool_No"", ""Tree_Low"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1609959175/589/628_28.63748912_-96.63711874_ortho.jpg,"[""Condition_Good"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1609959175/59/150_28.4286349_-96.44049309_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/590/629_28.63761074_-96.63703068_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/591/62_28.39579672_-96.59652563_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Flat"", ""Tree_High"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/591/62_28.39579672_-96.59652563_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/592/630_28.637651300000005_-96.63712058_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1609959175/593/631_28.67723627_-96.68839321_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1609959175/593/631_28.67723627_-96.68839321_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1609959175/594/632_28.67699841_-96.68838811_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Pool_No"", ""Tree_High"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1609959175/594/632_28.67699841_-96.68838811_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Tree_High"", ""Pool_No"", ""Material_Metal"", ""Type_Gabled""]"
